Date,AAPL,ABBV,AMZN,BA,BAC,BRK-B,CVX,DIS,GOOGL,HD,JNJ,JPM,KO,MA,META,MRK,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,WMT,XOM
2025-04-04,187.56253051757812,180.8917694091797,171.0,136.58999633789062,33.633506774902344,493.5400085449219,137.10980224609375,82.6163330078125,145.0968780517578,345.1749572753906,149.08619689941406,207.32411193847656,67.95993041992188,486.9583740234375,503.1602783203125,78.61422729492188,357.10614013671875,85.58599853515625,94.28778076171875,140.9634552001953,21.41551971435547,159.3762969970703,239.42999267578125,82.45831298828125,100.87403869628906
2025-04-07,180.6725616455078,180.49505615234375,175.25999450683594,138.86000061035156,34.79732894897461,490.3800048828125,134.1145782470703,82.38884735107422,146.24290466308594,333.0904846191406,146.53720092773438,211.42564392089844,66.44387817382812,482.73272705078125,514.6444091796875,78.33439636230469,355.14117431640625,86.78299713134766,97.61698913574219,137.67515563964844,21.098527908325195,155.95030212402344,233.2899932861328,83.0926742553711,99.52053833007812
2025-04-08,171.67178344726562,169.96820068359375,170.66000366210938,139.38999938964844,34.259429931640625,492.6400146484375,131.03323364257812,80.82613372802734,144.19998168945312,326.9750061035156,145.9340057373047,213.82147216796875,66.49246978759766,477.1649475097656,508.86248779296875,76.18254852294922,351.8662414550781,87.04000091552734,96.27731323242188,134.89646911621094,20.361989974975586,154.15945434570312,221.86000061035156,81.07061767578125,97.42262268066406
2025-04-09,197.98709106445312,174.0028533935547,191.10000610351562,160.82000732421875,36.332794189453125,521.4099731445312,139.7413787841797,90.43981170654297,158.16159057617188,346.6282958984375,146.87771606445312,231.0458984375,67.9793701171875,513.2838745117188,583.9482421875,79.03880310058594,387.5232849121094,94.5469970703125,114.30306243896484,139.9827117919922,20.96800422668457,157.9844970703125,272.20001220703125,88.81193542480469,102.2855453491211
2025-04-10,189.5936737060547,168.54591369628906,181.22000122070312,155.52000427246094,35.0613899230957,515.8099975585938,129.16722106933594,84.29773712158203,152.2919464111328,344.9018859863281,144.65951538085938,223.91754150390625,68.76654815673828,497.2608642578125,544.5909423828125,74.83162689208984,378.45269775390625,92.11699676513672,107.5446548461914,138.58856201171875,20.1289119720459,159.1913604736328,252.39999389648438,89.81304168701172,96.61053466796875
2025-04-11,197.2901153564453,169.36834716796875,184.8699951171875,156.83999633789062,35.1591911315918,524.1099853515625,129.78924560546875,83.96145629882812,156.59701538085938,345.135986328125,147.61708068847656,232.87974548339844,69.41767120361328,507.6275329589844,541.8795166015625,76.40448760986328,385.498779296875,91.8290023803711,110.90386199951172,138.8673858642578,20.42725372314453,162.45188903808594,252.30999755859375,91.9837875366211,99.71389770507812
2025-04-14,201.64117431640625,173.28689575195312,182.1199951171875,159.27999877929688,35.86334991455078,529.52001953125,129.4925994873047,83.73397064208984,158.5203399658203,348.3936462402344,150.17581176757812,231.42056274414062,70.408935546875,510.3262634277344,529.8270263671875,76.39483642578125,384.8636169433594,93.12799835205078,110.68391418457031,141.09805297851562,20.6230411529541,164.61260986328125,252.35000610351562,93.89681243896484,99.95559692382812
2025-04-15,201.2628173828125,172.64239501953125,179.58999633789062,155.52000427246094,37.154319763183594,528.1699829101562,128.7461700439453,84.08014678955078,155.76988220214844,345.37982177734375,149.45587158203125,229.85292053222656,69.83556365966797,515.2257690429688,519.8980712890625,75.64218139648438,382.7994384765625,97.62799835205078,112.1735610961914,137.338623046875,20.921384811401367,163.97021484375,254.11000061035156,93.14348602294922,99.67522430419922
2025-04-16,193.42697143554688,167.64279174804688,174.3300018310547,156.47000122070312,36.50883483886719,516.4500122070312,129.53086853027344,81.86463928222656,152.8001708984375,337.4599914550781,149.73800659179688,226.3824005126953,69.66063690185547,511.29217529296875,500.747802734375,73.77983093261719,368.7867126464844,96.16300201416016,104.46538543701172,134.6945343017578,20.548458099365234,161.9457550048828,241.5500030517578,90.38794708251953,100.7290267944336
2025-04-17,196.1251983642578,168.9219970703125,172.61000061035156,161.89999389648438,36.587074279785156,518.2100219726562,131.93276977539062,83.88232421875,150.63768005371094,346.306396484375,153.20152282714844,228.69937133789062,70.94343566894531,515.176025390625,499.92041015625,75.26585388183594,364.98583984375,97.3030014038086,101.4660873413086,137.338623046875,20.641687393188477,166.07254028320312,241.3699951171875,92.40009307861328,103.36833190917969
2025-04-21,192.32177734375,166.15853881835938,167.32000732421875,159.33999633789062,36.10784912109375,506.9200134277344,127.9710464477539,83.08119201660156,147.15972900390625,338.3475341796875,152.6664276123047,225.7711181640625,70.71991729736328,507.1993408203125,483.1526794433594,75.12110900878906,356.3916320800781,98.79100036621094,96.88717651367188,136.27139282226562,20.548458099365234,162.3284454345703,227.5,91.59721374511719,101.85049438476562
2025-04-22,198.8732452392578,169.6934051513672,173.17999267578125,162.52000427246094,37.477054595947266,520.7899780273438,131.3873291015625,85.14833068847656,150.94659423828125,345.69189453125,153.4739227294922,232.2783203125,71.81808471679688,525.1343383789062,498.72412109375,76.20185089111328,364.0330810546875,104.03399658203125,98.86670684814453,137.93475341796875,21.00529670715332,164.41448974609375,237.97000122070312,94.0157470703125,104.70249938964844
2025-04-23,203.712158203125,172.8865203857422,180.60000610351562,172.3699951171875,37.89759826660156,526.8099975585938,130.7940216064453,86.335205078125,154.8131866455078,347.6328430175781,151.1681671142578,237.4939727783203,71.23499298095703,527.8031616210938,518.6519775390625,75.97991180419922,371.5456237792969,104.95899963378906,102.68580627441406,136.78097534179688,20.87476921081543,162.30885314941406,250.74000549316406,94.12478637695312,103.80339813232422
2025-04-24,207.4657745361328,176.12843322753906,186.5399932861328,176.25999450683594,38.7093391418457,531.6400146484375,133.0811004638672,89.02545928955078,158.7296142578125,350.77349853515625,150.7303466796875,241.20111083984375,70.47696685791016,533.2305297851562,531.491943359375,77.04135131835938,384.35748291015625,109.68699645996094,106.40491485595703,130.09864807128906,21.238378524780273,156.23684692382812,259.510009765625,94.99703979492188,105.02153778076172
2025-04-25,208.371826171875,181.68463134765625,188.99000549316406,177.9499969482422,38.816917419433594,530.9600219726562,132.7557373046875,89.2925033569336,161.40036010742188,348.7642517089844,150.3898468017578,240.12643432617188,69.8841552734375,531.2587280273438,545.5679931640625,79.8396987915039,388.87298583984375,110.15299987792969,110.98385620117188,128.24298095703125,21.3689022064209,157.69610595703125,284.95001220703125,94.2536392211914,104.9635238647461
2025-04-28,209.2281036376953,187.81695556640625,187.6999969482422,182.3000030517578,38.904937744140625,530.9400024414062,134.06675720214844,89.17382049560547,160.05502319335938,348.1205749511719,151.1389923095703,239.80108642578125,69.76753234863281,532.2644653320312,548.0302734375,80.27393341064453,388.1882019042969,111.03800201416016,108.70438385009766,128.60833740234375,21.4901065826416,158.5089569091797,285.8800048828125,94.38249969482422,105.02153778076172
2025-04-29,210.29345703125,188.95944213867188,187.38999938964844,182.0,39.11032485961914,534.5700073242188,133.3011932373047,90.17276000976562,159.6065673828125,350.14923095703125,151.68380737304688,241.181396484375,70.31175231933594,537.4329223632812,552.7156372070312,81.74064636230469,391.04632568359375,112.56400299072266,108.99431610107422,129.1371612548828,22.18002700805664,158.91049194335938,292.0299987792969,95.1952896118164,104.76051330566406
2025-04-30,211.57785034179688,190.5120391845703,184.4199981689453,183.24000549316406,39.002742767333984,533.25,130.20069885253906,89.95516967773438,158.25128173828125,351.6025390625,152.07296752929688,241.181396484375,70.5061264038086,545.7780151367188,547.2925415039062,82.21347045898438,392.25701904296875,113.1719970703125,108.89433288574219,130.35826110839844,22.75806999206543,159.21409606933594,282.1600036621094,96.39464569091797,102.12117767333984
2025-05-01,212.39431762695312,188.79342651367188,190.1999969482422,182.88999938964844,39.28635787963867,530.22998046875,130.39210510253906,89.81670379638672,160.74264526367188,349.46649169921875,150.2731170654297,243.41949462890625,69.2816162109375,544.35400390625,570.430419921875,80.34147644042969,422.1680603027344,113.34700012207031,111.58370208740234,128.4064178466797,22.3105525970459,156.6775665283203,280.5199890136719,96.5532455444336,102.2662124633789
2025-05-02,204.45889282226562,193.8028106689453,189.97999572753906,185.4600067138672,40.16656494140625,539.7999877929688,132.53564453125,91.47832489013672,163.46319580078125,355.53314208984375,151.8881072998047,248.96047973632812,69.63148498535156,557.0608520507812,595.1632080078125,80.26427459716797,431.9729919433594,115.64900207519531,114.47303009033203,128.59872436523438,22.562280654907227,157.20640563964844,287.2099914550781,97.88145446777344,102.68192291259766
2025-05-05,198.02691650390625,191.45924377441406,186.35000610351562,186.4600067138672,40.21546173095703,512.1500244140625,129.6648406982422,91.10248565673828,163.642578125,352.81195068359375,150.79847717285156,249.009765625,69.68006896972656,558.7836303710938,597.40625,79.93619537353516,432.85626220703125,113.40599822998047,113.7931900024414,126.90652465820312,22.25461196899414,155.5513153076172,280.260009765625,98.45635223388672,99.83958435058594
2025-05-06,197.64854431152344,182.74899291992188,185.00999450683594,185.9600067138672,39.94162368774414,512.3300170898438,129.7605438232422,91.16182708740234,162.66595458984375,350.5198974609375,150.2828369140625,245.74630737304688,69.69950103759766,556.6625366210938,585.4833984375,76.26939392089844,430.0179138183594,113.76899719238281,113.51325988769531,125.70465850830078,21.331607818603516,155.96263122558594,275.3500061035156,97.68321228027344,101.23174285888672
2025-05-07,195.3983612060547,183.66690063476562,188.7100067138672,185.55999755859375,40.02964401245117,518.219970703125,129.94235229492188,100.97332000732422,150.85690307617188,353.80682373046875,153.03611755371094,245.88433837890625,70.36034393310547,563.9719848632812,594.953857421875,76.34658813476562,430.0576477050781,115.54100036621094,117.03242492675781,126.83920288085938,21.247699737548828,156.00180053710938,276.2200012207031,97.96074676513672,101.13507080078125
2025-05-08,196.63299560546875,181.21591186523438,192.0800018310547,191.6999969482422,40.68490219116211,513.25,131.1385040283203,103.97018432617188,153.7468719482422,355.86474609375,151.44058227539062,249.90699768066406,69.16499328613281,564.7586669921875,596.1502075195312,74.92811584472656,434.8410339355469,114.44300079345703,117.34236145019531,126.36807250976562,21.41551971435547,155.37501525878906,284.82000732421875,96.57306671142578,102.54656982421875
2025-05-09,197.66848754882812,180.2589874267578,193.05999755859375,194.85000610351562,40.870723724365234,513.739990234375,132.5260772705078,104.78121185302734,152.22218322753906,353.76776123046875,150.03961181640625,249.52247619628906,68.5333023071289,566.2723999023438,590.6473388671875,73.3070068359375,435.3967590332031,114.02200317382812,116.62252044677734,125.41621398925781,21.16849136352539,154.40545654296875,298.260009765625,96.10110473632812,103.74537658691406
2025-05-12,210.15048217773438,185.60035705566406,208.63999938964844,198.52999877929688,42.406192779541016,514.2999877929688,135.52127075195312,109.28144073486328,157.91246032714844,367.3055725097656,149.96177673339844,256.39447021484375,67.57119750976562,575.8622436523438,637.4412841796875,77.61067199707031,445.8467712402344,111.0,122.97103118896484,126.60845184326172,21.938081741333008,157.5785675048828,318.3800048828125,96.13091278076172,105.53394317626953
2025-05-13,212.28399658203125,183.57901000976562,211.3699951171875,203.4199981689453,43.30595016479492,511.8800048828125,136.21986389160156,110.16170501708984,158.97874450683594,364.3893127441406,144.41627502441406,259.31292724609375,67.01725769042969,574.189208984375,653.9896850585938,73.9438705444336,445.72772216796875,113.84400177001953,129.89938354492188,125.29121398925781,21.72905731201172,155.453369140625,334.07000732421875,95.26647186279297,105.82396697998047
2025-05-14,211.68582153320312,173.26734924316406,210.25,204.72000122070312,43.755836486816406,503.3999938964844,135.56912231445312,111.70464324951172,164.79855346679688,363.6187438964844,142.3926544189453,261.90594482421875,67.21162414550781,570.89306640625,657.309326171875,70.89463806152344,449.498779296875,115.0989990234375,135.30810546875,123.50286102294922,20.92146110534668,154.7580108642578,347.67999267578125,96.21039581298828,104.87651824951172
2025-05-15,210.80848693847656,177.4076385498047,205.1699981689453,206.24000549316406,43.40375518798828,507.3299865722656,136.13372802734375,110.99251556396484,163.39344787597656,369.2953186035156,145.5545654296875,263.7298889160156,69.59260559082031,579.7758178710938,641.8775024414062,72.17801666259766,450.512939453125,117.7979965209961,134.79823303222656,126.43538665771484,21.4725284576416,159.05740356445312,342.82000732421875,95.73346710205078,105.94001770019531
2025-05-16,210.6190643310547,179.69261169433594,205.58999633789062,205.82000732421875,43.70693588256836,514.3099975585938,135.98062133789062,112.17938995361328,165.61572265625,371.39227294921875,147.2279510498047,263.7989501953125,69.97161865234375,580.8513793945312,638.3485107421875,73.39385223388672,451.6463317871094,119.15299987792969,135.36810302734375,126.89688873291016,21.69105339050293,159.90943908691406,349.9800109863281,97.61137390136719,105.55950927734375
2025-05-19,208.14657592773438,181.34288024902344,206.16000366210938,205.25,43.78517532348633,512.3900146484375,134.1403045654297,111.42770385742188,165.9645233154297,370.02679443359375,148.35650634765625,261.1566162109375,69.90357971191406,583.9683227539062,638.438232421875,74.5228500366211,456.2197570800781,119.16400146484375,135.53805541992188,126.71421813964844,21.852569580078125,161.36868286132812,342.0899963378906,97.49214172363281,103.8813247680664
2025-05-20,206.232421875,180.5030975341797,204.07000732421875,207.6699981689453,43.70693588256836,508.739990234375,132.9586181640625,111.13098907470703,163.41336059570312,367.7542419433594,149.49478149414062,261.9453430175781,69.67035675048828,578.6903686523438,635.1185913085938,75.23690795898438,455.5238342285156,119.2020034790039,134.34832763671875,126.72381591796875,22.346630096435547,162.22071838378906,343.82000732421875,97.1741943359375,102.39826965332031
2025-05-21,201.4768829345703,177.52481079101562,201.1199951171875,203.2100067138672,42.29861068725586,507.0299987792969,131.30230712890625,109.25176239013672,167.9775390625,361.69732666015625,149.02780151367188,257.3705749511719,69.82584381103516,567.1685791015625,633.5236206054688,74.2816162109375,449.9561767578125,119.46299743652344,131.76895141601562,125.13737487792969,21.89057731628418,162.01504516601562,334.6199951171875,95.81295013427734,101.13964080810547
2025-05-22,200.7490997314453,178.24740600585938,203.10000610351562,203.41000366210938,42.35729217529297,503.57000732421875,131.04080200195312,109.91443634033203,170.27955627441406,357.1034851074219,148.47325134277344,257.00579833984375,69.1358413696289,567.76611328125,634.5902099609375,75.1114501953125,452.23291015625,118.7969970703125,132.7987060546875,125.10852813720703,21.89057731628418,161.62332153320312,341.0400085449219,95.31614685058594,100.46641540527344
2025-05-23,194.67758178710938,178.9504852294922,200.99000549316406,202.36000061035156,42.24971008300781,503.4599914550781,132.25152587890625,108.51986694335938,167.88784790039062,353.76776123046875,148.7943115234375,257.04522705078125,69.74809265136719,561.2333984375,625.1098022460938,74.86058044433594,447.5799560546875,118.53900146484375,131.25906372070312,124.35857391357422,22.156606674194336,162.43617248535156,339.3399963378906,95.7235336303711,100.52495574951172
2025-05-27,199.60260009765625,181.35263061523438,206.02000427246094,201.02999877929688,43.24726867675781,509.1600036621094,133.5010223388672,111.13098907470703,172.30255126953125,361.2681884765625,150.37408447265625,261.56085205078125,69.7578125,572.1576538085938,640.3223266601562,74.87022399902344,458.0292663574219,121.15699768066406,135.4680633544922,126.31038665771484,22.432138442993164,164.29696655273438,362.8900146484375,96.9555892944336,101.00303649902344
2025-05-28,199.81195068359375,178.78448486328125,204.72000122070312,201.5,43.09079360961914,503.1099853515625,131.74786376953125,110.3001708984375,171.76441955566406,358.98590087890625,149.56947326660156,259.7861328125,69.14556121826172,573.5220336914062,641.5784301757812,73.5,454.7184753417969,120.8550033569336,134.7782440185547,125.63735961914062,22.023591995239258,163.90521240234375,356.8999938964844,96.61776733398438,99.62732696533203
2025-05-29,199.3433837890625,181.25497436523438,205.6999969482422,208.17999267578125,43.2668342590332,506.17999267578125,133.57850646972656,110.7947006225586,171.26614379882812,359.210205078125,150.69789123535156,260.65374755859375,69.47598266601562,575.3743286132812,643.0437622070312,73.72193908691406,456.0308837890625,118.48600006103516,139.15721130371094,126.83920288085938,22.280120849609375,165.0804443359375,358.42999267578125,96.4786605834961,100.19322967529297
2025-05-30,200.24066162109375,181.73345947265625,205.00999450683594,207.32000732421875,43.15925598144531,503.9599914550781,132.406494140625,111.80355072021484,171.14657592773438,359.210205078125,152.2973175048828,260.28900146484375,70.06879425048828,583.1616821289062,645.4762573242188,74.14651489257812,457.7011413574219,120.7229995727539,135.09817504882812,126.3873062133789,22.318126678466797,166.3829803466797,346.4599914550781,98.08830261230469,99.81271362304688
2025-06-02,201.08807373046875,182.5927734375,206.64999389648438,211.47000122070312,43.1103515625,502.80999755859375,133.51071166992188,111.71453094482422,168.44590759277344,358.8883361816406,152.48373413085938,260.939697265625,69.97161865234375,578.7999877929688,668.8134765625,73.57719421386719,459.3018493652344,121.89800262451172,137.34764099121094,125.86811065673828,22.289621353149414,164.31655883789062,342.69000244140625,99.13157653808594,100.54447174072266
2025-06-03,202.65330505371094,182.84666442871094,205.7100067138672,213.42999267578125,43.66781234741211,497.8299865722656,135.1669921875,112.357421875,165.6057586669922,363.8821105957031,151.5221405029297,262.52703857421875,69.15528106689453,579.5467529296875,664.7760620117188,74.43599700927734,460.2961120605469,121.79399871826172,141.1867218017578,126.77191925048828,22.185110092163086,163.40574645996094,344.2699890136719,99.3402328491211,101.2762451171875
2025-06-04,202.20468139648438,182.93455505371094,207.22999572753906,211.97999572753906,43.38418960571289,491.0,133.0554656982422,112.24861907958984,167.46929931640625,363.2189025878906,150.3446502685547,260.505859375,69.35935974121094,581.6978759765625,685.8104858398438,75.5263900756836,461.19091796875,123.96600341796875,141.88656616210938,126.6661605834961,22.223115921020508,162.52430725097656,332.04998779296875,98.71426391601562,99.81271362304688
2025-06-05,200.02133178710938,183.06149291992188,207.91000366210938,209.02000427246094,43.40375518798828,488.739990234375,132.6002197265625,111.29912567138672,167.62875366210938,362.41412353515625,150.77638244628906,258.2677917480469,68.9123306274414,583.00244140625,682.4907836914062,74.89917755126953,464.9788818359375,125.052001953125,139.95703125,126.06041717529297,21.966585159301758,159.43934631347656,284.70001220703125,97.33316802978516,99.35414123535156
2025-06-06,203.30133056640625,185.36598205566406,213.57000732421875,210.8000030517578,44.23995590209961,493.5299987792969,135.80628967285156,112.65414428710938,173.079833984375,360.5003967285156,152.12069702148438,261.9946594238281,69.33992767333984,587.6629028320312,695.5401000976562,76.20185089111328,467.6632995605469,124.14700317382812,141.6865997314453,126.39381408691406,22.185110092163086,160.6341552734375,295.1400146484375,96.84630584716797,101.73480987548828
2025-06-09,200.83883666992188,184.7117462158203,216.97999572753906,217.50999450683594,44.14157485961914,493.3299865722656,136.3389892578125,114.3948974609375,175.69395446777344,358.4100036621094,152.31690979003906,262.9904479980469,69.74809265136719,581.89697265625,691.9014892578125,76.54923248291016,470.0196228027344,122.44599914550781,142.59640502929688,126.3257827758789,22.774179458618164,159.2042999267578,308.5799865722656,96.82642364501953,102.41778564453125
2025-06-10,202.05511474609375,185.0437469482422,217.61000061035156,215.72999572753906,44.35800552368164,491.1300048828125,138.84764099121094,117.43131256103516,178.1983184814453,361.0696105957031,153.51405334472656,264.8243408203125,70.31175231933594,587.0852661132812,700.2155151367188,78.49842834472656,468.2001647949219,120.36199951171875,143.92608642578125,128.14346313476562,23.087717056274414,159.478515625,326.0899963378906,96.697265625,104.61308288574219
2025-06-11,198.1769256591797,186.99671936035156,213.1999969482422,214.0,44.003849029541016,488.1400146484375,140.23272705078125,118.2126693725586,176.9511260986328,353.7581481933594,152.3463592529297,264.3806457519531,70.03964233398438,588.2803344726562,691.981201171875,77.50452423095703,469.890380859375,121.98799896240234,142.80625915527344,126.26744842529297,23.25873565673828,158.7635955810547,326.42999267578125,95.1869888305664,106.65226745605469
2025-06-12,198.5956573486328,187.8950653076172,213.24000549316406,203.75,43.895633697509766,490.3399963378906,140.41676330566406,117.3126220703125,175.30484008789062,356.4079284667969,153.7200927734375,264.4693603515625,70.20484924316406,586.826416015625,691.2035522460938,78.95195007324219,476.104248046875,121.50299835205078,144.9759063720703,128.600341796875,23.60077667236328,159.8114776611328,319.1099853515625,94.22319030761719,107.06206512451172
2025-06-13,195.85398864746094,186.58657836914062,212.10000610351562,200.32000732421875,43.37424087524414,487.5400085449219,141.32725524902344,116.64994812011719,174.2771453857422,348.06597900390625,154.15184020996094,261.22564697265625,69.50994110107422,559.6898193359375,680.7462158203125,78.8458023071289,472.21685791015625,121.21499633789062,141.9464111328125,127.19088745117188,23.315746307373047,156.9713592529297,325.30999755859375,93.835693359375,109.39395141601562
2025-06-16,197.81802368164062,186.37176513671875,216.10000610351562,201.6999969482422,43.68904113769531,490.2300109863281,141.44346618652344,118.17311096191406,176.3724365234375,346.9864196777344,152.30712890625,266.5595703125,69.02057647705078,566.3021850585938,700.4749145507812,78.9042739868164,476.3727111816406,122.53500366210938,144.66595458984375,127.73522186279297,23.182727813720703,157.55899047851562,329.1300048828125,93.6866455078125,109.74519348144531
2025-06-17,195.0464630126953,181.11827087402344,214.82000732421875,200.25999450683594,43.511966705322266,483.4800109863281,144.17491149902344,116.8378677368164,175.55426025390625,342.2952880859375,149.5204315185547,265.73138427734375,68.13972473144531,567.0789794921875,695.5963745117188,76.29232788085938,475.279052734375,122.06700134277344,144.09603881835938,125.67449951171875,22.802682876586914,155.24771118164062,316.3500061035156,93.64689636230469,111.22824096679688
2025-06-18,195.9835968017578,181.12803649902344,212.52000427246094,197.67999267578125,44.328495025634766,485.1400146484375,143.53562927246094,116.5708236694336,172.93020629882812,340.57781982421875,147.9013671875,270.10894775390625,67.73843383789062,536.4868774414062,694.1398315429688,77.27667999267578,477.4663391113281,122.22899627685547,145.455810546875,125.46066284179688,22.688669204711914,154.7580108642578,322.04998779296875,94.48152160644531,110.43793487548828
2025-06-20,200.39019775390625,180.94252014160156,209.69000244140625,198.75,44.761348724365234,484.8500061035156,144.85292053222656,116.34334564208984,166.26522827148438,343.11968994140625,146.97901916503906,271.1343688964844,67.37630462646484,530.7507934570312,680.7511596679688,77.05252838134766,474.64276123046875,123.14099884033203,143.8260955810547,125.46066284179688,22.774179458618164,155.796142578125,322.1600036621094,95.50495147705078,111.91120910644531
2025-06-23,200.888671875,179.438720703125,208.47000122070312,201.30999755859375,45.548362731933594,487.7699890136719,142.24740600585938,116.46202850341797,164.8184814453125,350.3232116699219,148.48031616210938,274.3583679199219,68.25716400146484,540.091796875,696.8933715820312,78.12459564208984,483.19305419921875,125.35399627685547,144.1460418701172,125.4801025390625,22.831186294555664,157.70587158203125,348.67999267578125,97.24374389648438,109.02318572998047
2025-06-24,199.6923065185547,181.18663024902344,212.77000427246094,200.94000244140625,45.90251922607422,493.4800109863281,139.04136657714844,117.85262298583984,166.39492797851562,353.7188720703125,149.333984375,277.3063659667969,68.71717071533203,555.2086791992188,710.5313110351562,78.28053283691406,487.279296875,127.91100311279297,147.87539672851562,127.38530731201172,23.097217559814453,157.0497283935547,340.4700012207031,97.37290954589844,105.70584869384766
2025-06-25,200.94850158691406,181.0303955078125,211.99000549316406,198.89999389648438,46.08943176269531,486.2099914550781,138.73141479492188,118.61744689941406,170.29612731933594,355.1321105957031,149.42230224609375,280.0669860839844,68.14950561523438,547.4111938476562,707.0194702148438,77.64703369140625,489.4268493652344,127.5250015258789,154.28436279296875,124.44002532958984,23.049713134765625,155.6884002685547,327.54998779296875,96.63764953613281,105.73512268066406
2025-06-26,200.39019775390625,182.3974609375,217.1199951171875,202.5800018310547,46.68953323364258,485.04998779296875,139.90342712402344,120.64373779296875,173.14968872070312,356.74163818359375,149.1573486328125,284.6910400390625,67.99290466308594,543.5374145507812,724.3887329101562,76.828369140625,494.57696533203125,130.66700744628906,154.99423217773438,124.63443756103516,23.030710220336914,155.3554229736328,325.7799987792969,95.40557098388672,107.31572723388672
